,case_id,A_SUBMITTED,A_PARTLYSUBMITTED,A_PREACCEPTED,W_Completeren aanvraag,A_ACCEPTED,O_SELECTED,A_FINALIZED,O_CREATED,O_SENT,W_Nabellen offertes,O_SENT_BACK,W_Valideren aanvraag,A_REGISTERED,A_APPROVED,O_ACCEPTED,A_ACTIVATED,O_CANCELLED,W_Wijzigen contractgegevens,A_DECLINED,A_CANCELLED,W_Afhandelen leads,O_DECLINED,W_Nabellen incomplete dossiers,W_Beoordelen fraude,time
1075,177059,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.58647333333333
1076,177062,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.8419880555555556
1077,177065,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.6224055555555555
1078,177068,1,1,1,5,1,1,1,1,1,5,1,6,0,0,0,0,0,0,1,0,0,1,7,0,423.9821316666667
1079,177071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009438055555555554
1080,177074,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.007677222222222222
1081,177077,1,1,1,7,1,3,1,3,3,23,2,8,1,1,1,1,2,0,0,0,3,0,28,0,567.4674238888889
1082,177080,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011293055555555554
1083,177083,1,1,1,11,1,3,1,3,3,6,1,5,1,1,0,1,2,0,0,0,3,0,64,0,451.66955444444443
1084,177086,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63.91898555555555
1085,177089,1,1,1,3,1,1,1,1,1,5,1,3,1,1,1,1,0,0,0,0,0,0,0,0,324.3318763888889
1086,177092,1,1,1,5,1,1,1,1,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,403.17072
1087,177095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,11.992481944444444
1088,177098,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,11.899326666666667
1089,177119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,11.174906388888889
1090,177122,1,1,1,3,1,1,1,1,1,7,1,3,0,0,0,0,0,0,1,0,3,1,0,0,321.0190897222222
1091,177125,1,1,1,9,1,1,1,1,1,11,1,5,1,1,1,1,0,0,0,0,0,0,0,0,394.5431083333333
1092,177128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01574722222222222
1093,177131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010762222222222223
1094,177134,1,1,1,33,1,1,1,1,1,9,1,10,1,1,1,1,0,0,0,0,0,0,15,0,913.7712608333333
1095,177137,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9376708333333332
1096,177140,1,1,1,3,1,1,1,1,1,5,1,6,1,1,1,1,0,0,0,0,0,0,19,0,310.0253808333334
1097,177143,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.13441333333333333
1098,177146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008665833333333334
1099,177149,1,1,1,3,1,1,1,1,1,19,1,10,1,1,1,1,0,0,0,0,0,0,19,0,889.3783722222222
1100,177152,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,387.1916727777778
1101,177155,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,50.94663833333333
1102,177158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009427222222222222
1103,177161,1,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,741.7342863888888
1104,177164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01014388888888889
1105,177167,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,55.371218611111104
1106,177170,1,1,1,5,1,2,1,2,2,16,0,0,0,0,0,0,2,0,0,1,0,0,0,0,292.9481372222223
1107,177173,1,1,1,9,1,1,1,1,1,5,1,3,1,1,1,1,0,0,0,0,0,0,0,0,286.83670333333333
1108,177176,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009570277777777778
1109,177179,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6691775000000001
1110,177182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009425
1111,177185,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.81778416666666
1112,177188,1,1,1,3,1,1,1,1,1,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,261.44980694444445
1113,177191,1,1,1,3,1,1,1,1,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,378.9082588888889
1114,177194,1,1,1,15,1,1,1,1,1,7,1,3,1,1,1,1,0,0,0,0,3,0,0,0,644.6314566666666
1115,177197,1,1,1,3,1,1,1,1,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,379.71971472222225
1116,177200,1,1,1,5,1,1,1,1,1,17,0,0,0,0,0,0,1,0,0,1,3,0,0,0,503.8206652777778
1117,177203,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.201663611111115
1118,177206,1,1,1,28,1,3,1,3,3,10,1,3,1,1,1,1,2,0,0,0,3,0,3,5,594.3431594444444
1119,177209,1,1,1,3,1,1,1,1,1,5,1,6,1,1,1,1,0,0,0,0,0,0,5,0,257.477155
1120,177212,1,1,1,3,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,216.34718583333333
1121,177215,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,48.14483111111111
1122,177218,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009113333333333333
1123,177221,1,1,1,9,1,2,1,2,2,24,1,3,1,1,1,1,1,0,0,0,0,0,0,0,717.8440422222224
1124,177224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009245833333333333
1125,177227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009440555555555554
1126,177230,1,1,1,5,1,1,1,1,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,228.62979555555555
1127,177233,1,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,732.9949941666666
1128,177236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010303888888888888
1129,177239,1,1,1,7,1,1,1,1,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,260.7433363888889
1130,177242,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010765277777777778
1131,177245,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.922808611111115
1132,177248,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,422.4631577777778
1133,177251,1,1,1,5,1,1,1,1,1,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,329.3050494444444
1134,177254,1,1,1,13,1,1,1,1,1,9,1,13,0,0,0,0,0,0,1,0,0,1,0,0,449.3056066666666
1135,177257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010065833333333333
1136,177260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010989166666666666
1137,177263,1,1,1,9,1,3,1,3,3,10,1,5,1,1,1,1,2,0,0,0,3,0,3,0,364.6169938888889
1138,177266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,21.887899722222222
1139,177269,1,1,1,3,1,1,1,1,1,5,0,0,0,0,0,0,1,0,0,1,3,0,0,0,71.15413555555556
1140,177272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,20.94073277777778
1141,177275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009445555555555556
1142,177278,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008726944444444445
1143,177281,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,29.835421388888893
1144,177284,1,1,1,9,1,1,1,1,1,5,1,8,1,1,1,1,0,0,0,0,0,0,9,0,407.02507888888886
1145,177287,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,25.432543055555552
1146,177290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008055833333333333
1147,177293,1,1,1,5,1,2,1,2,2,12,0,0,0,0,0,0,2,0,0,1,0,0,0,0,219.70185499999997
1148,177296,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009329444444444444
1149,177299,1,1,1,5,1,2,1,2,2,5,2,6,1,1,1,1,1,0,0,0,0,0,16,0,405.31121583333334
1150,177302,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010341388888888888
1151,177305,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,18.357611666666667
1152,177308,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01224361111111111
1153,177311,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,18.14491416666667
1154,177314,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0078575
1155,177317,1,1,1,3,1,1,1,1,1,9,1,3,1,1,1,1,0,0,0,0,0,0,0,0,355.41763666666674
1156,177320,1,1,1,3,1,1,1,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,0,0,359.94553527777776
1157,177323,1,1,1,3,1,3,1,3,3,11,1,11,1,1,1,1,2,0,0,0,0,0,8,0,237.59298638888887
1158,177326,1,1,1,3,1,1,1,1,1,5,1,6,1,1,1,1,0,0,0,0,0,0,7,0,399.6485875
1159,177329,1,1,1,11,1,1,1,1,1,17,1,3,1,1,1,1,0,0,0,0,0,0,0,0,715.9472527777777
1160,177332,1,1,1,3,1,1,1,1,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,215.61057055555557
1161,177335,1,1,1,7,1,1,1,1,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,409.95402472222224
1162,177338,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.441758055555557
1163,177341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010334166666666669
1164,177344,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,733.886475
1165,177347,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012231388888888889
1166,177350,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,733.3207225
1167,177353,1,1,1,3,1,1,1,1,1,5,1,6,1,1,1,1,0,0,0,0,0,0,3,0,211.4293647222222
1168,177356,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.81822972222222
1169,177359,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,733.1176625
1170,177362,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,12.062842777777776
1171,177365,1,1,1,7,1,1,1,1,1,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,756.4859172222223
1172,177368,1,1,1,5,1,1,1,1,1,23,1,3,1,1,1,1,0,0,0,0,0,0,0,0,453.99651166666666
1173,177371,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010473055555555557
1174,177374,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,9.31021888888889
1175,177377,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,35.005091666666665
1176,177380,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5.389841944444444
1177,177399,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1.5115577777777778
1178,177402,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.15908138888888887
1179,177405,1,1,1,5,1,1,1,1,1,25,0,0,0,0,0,0,1,0,0,1,3,0,0,0,682.3872625
1180,177408,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.03354555555555556
1181,177411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011317222222222222
1182,177414,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1.0202627777777777
1183,177417,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009671666666666665
1184,177420,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0148525
1185,177423,1,1,1,9,1,2,1,2,2,8,0,0,0,0,0,0,2,0,0,1,0,0,0,0,192.17088111111113
1186,177426,1,1,1,5,1,1,1,1,1,5,1,6,1,1,1,1,0,0,0,0,0,0,13,0,336.83628000000004
1187,177429,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011455277777777776
1188,177432,1,1,1,3,1,3,1,3,3,11,0,0,0,0,0,0,3,0,0,1,0,0,0,0,190.61039027777778
1189,177435,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009045
1190,177438,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.13195444444444443
1191,177441,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009503055555555555
1192,177444,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.045591666666667
1193,177447,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.554121388888889
1194,177450,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,6.968155555555556
1195,177453,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011380833333333333
1196,177456,1,1,1,11,1,1,1,1,1,15,0,0,0,0,0,0,1,0,0,1,3,0,0,0,341.99337
1197,177459,1,1,1,7,1,1,1,1,1,5,1,3,0,0,0,0,0,0,1,0,0,1,0,0,407.7592919444444
1198,177462,1,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,742.4242069444444
1199,177465,1,1,1,3,1,3,1,3,3,33,1,6,1,1,1,1,2,0,0,0,0,0,17,0,937.7803775
1200,177468,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011885555555555555
1201,177471,1,1,1,3,1,2,1,2,2,10,1,6,0,0,0,0,2,0,0,1,0,0,20,0,272.14059
1202,177474,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.20311944444444444
1203,177477,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008852777777777777
1204,177480,1,1,1,3,1,1,1,1,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,193.62442000000001
1205,177483,1,1,1,5,1,1,1,1,1,9,1,5,0,0,0,0,0,0,1,0,0,1,0,0,339.8747180555556
1206,177486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009726388888888889
1207,177489,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0112175
1208,177492,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25364638888888885
1209,177495,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,22.314071388888888
1210,177498,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,3.0431236111111115
1211,177501,1,1,1,5,1,1,1,1,1,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,391.42185166666667
1212,177504,1,1,1,9,1,1,1,1,1,5,1,19,0,0,0,0,0,0,1,0,3,1,24,0,431.7578516666667
1213,177507,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013496666666666665
1214,177510,1,1,1,5,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,187.79383333333334
1215,177513,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1.6457383333333335
1216,177516,1,1,1,13,1,4,1,4,4,69,0,0,0,0,0,0,4,0,0,1,5,0,0,0,1987.574235
1217,177519,1,1,1,5,1,2,1,2,2,9,2,6,1,1,1,1,1,0,0,0,0,0,14,0,164.48036916666666
1218,177522,1,1,1,13,1,1,1,1,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,218.90732222222223
1219,177525,1,1,1,5,1,1,1,1,1,3,1,14,1,1,1,1,0,0,0,0,0,0,11,0,239.2552086111111
1220,177528,1,1,1,3,1,1,1,1,1,5,0,0,0,0,0,0,1,0,0,1,3,0,0,0,219.30829750000004
1221,177531,1,1,1,3,1,1,1,1,1,9,1,6,0,0,0,0,0,0,1,0,0,1,7,0,357.24188583333336
1222,177534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2.883405
1223,177537,1,1,1,5,1,1,1,1,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,413.6833947222222
1224,177540,1,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,738.859105
1225,177543,1,1,1,3,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,1,3,0,0,0,172.76431583333334
1226,177546,1,1,1,5,1,1,1,1,1,13,0,0,0,0,0,0,1,0,0,1,3,0,0,0,457.6292066666667
1227,177549,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,22.650456944444446
1228,177552,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.5444183333333333
1229,177555,1,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,738.4166944444445
1230,177558,1,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,0,0,0,0,3,0,0,0,330.9266647222222
1231,177561,1,1,1,5,1,1,1,1,1,13,1,3,1,1,1,1,0,0,0,0,3,0,0,0,403.3354919444444
1232,177564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011376111111111111
1233,177567,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.8871811111111111
1234,177570,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,22.979935555555553
1235,177573,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1.0134102777777778
1236,177576,1,1,1,7,1,1,1,1,1,7,1,13,1,1,1,1,0,0,0,0,0,0,14,0,333.30361805555555
1237,177579,1,1,1,7,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,115.2653225
1238,177582,1,1,1,5,1,1,1,1,1,5,1,5,0,0,0,0,0,0,1,0,3,1,0,0,257.2629411111111
1239,177585,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010037222222222222
1240,177588,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.495629722222222
1241,177591,1,1,1,3,1,1,1,1,1,3,1,7,1,1,1,1,0,0,0,0,0,0,0,0,260.2959286111111
1242,177594,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011095833333333333
1243,177597,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008191388888888889
1244,177600,1,1,1,3,1,1,1,1,1,7,1,13,1,1,1,1,0,0,0,0,0,0,22,0,596.8656019444444
1245,177603,1,1,1,3,1,3,1,3,3,5,2,6,1,1,1,1,2,0,0,0,0,0,11,0,355.1718755555556
1246,177606,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.2582716666666667
1247,177609,1,1,1,3,1,1,1,1,1,7,1,7,1,1,1,1,0,0,0,0,3,0,0,0,259.3387147222222
1248,177612,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010633888888888887
1249,177615,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01004861111111111
1250,177618,1,1,1,3,1,2,1,2,2,28,1,6,1,1,1,1,1,0,0,0,0,0,7,0,1024.6862916666666
1251,177621,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1.186556666666667
1252,177624,1,1,1,3,1,4,1,4,4,18,2,8,0,0,0,0,4,0,0,1,0,0,37,0,522.1323202777778
1253,177627,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010206944444444444
1254,177630,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0012058333333333333
1255,177633,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.1451344444444445
1256,177636,1,1,1,5,1,1,1,1,1,3,1,8,1,1,1,1,0,0,0,0,0,0,7,0,231.6980475
1257,177639,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009599722222222221
1258,177642,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010238333333333332
1259,177645,1,1,1,5,1,1,1,1,1,9,1,3,0,0,0,0,0,0,1,0,3,1,0,0,330.7408075
1260,177648,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009618055555555555
1261,177651,1,1,1,3,1,2,1,2,2,27,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1069.661243611111
1262,177654,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008724166666666667
1263,177657,1,1,1,3,1,1,1,1,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,349.8343986111111
1264,177660,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,11.903806666666666
1265,177663,1,1,1,11,1,1,1,1,1,15,1,3,1,1,1,1,0,0,0,0,0,0,0,0,666.867395
1266,177666,1,1,1,3,1,1,1,1,1,3,1,6,1,1,1,1,0,0,0,0,0,0,3,0,256.7700588888889
1267,177669,1,1,1,3,1,2,1,2,2,14,1,9,1,1,1,1,1,0,0,0,0,0,0,0,182.68673305555555
1268,177672,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,11.456842222222223
1269,177675,1,1,1,9,1,2,1,2,2,9,2,9,1,1,1,1,1,0,0,0,3,0,23,0,666.2393505555556
1270,177678,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,11.066223055555556
1271,177681,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.269767777777778
1272,177684,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012760555555555556
1273,177687,1,1,1,7,1,1,1,1,1,7,1,6,1,1,1,1,0,0,0,0,3,0,25,0,349.4280725
1274,177690,1,1,1,7,1,3,1,3,3,13,1,3,0,0,0,0,2,0,1,0,0,1,0,0,326.41135638888886
1275,177699,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012384166666666667
1276,177702,1,1,1,3,1,1,1,1,1,8,0,0,0,0,0,0,1,0,0,1,5,0,0,0,754.3101161111111
1277,177705,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,13.51653138888889
1278,177708,1,1,1,5,1,1,1,1,1,9,1,8,1,1,1,1,0,0,0,0,0,0,3,0,416.74673583333333
1279,177711,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010023888888888888
1280,177719,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,723.1163405555556
1281,177722,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009329166666666666
1282,177725,1,1,1,3,1,1,1,1,1,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,745.5014966666665
1283,177728,1,1,1,3,1,1,1,1,1,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,745.4135491666667
1284,177731,1,1,1,7,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,172.47303805555558
1285,177734,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.3992811111111111
1286,177737,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4487352777777778
1287,177740,1,1,1,3,1,1,1,1,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,343.2088622222222
1288,177743,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011824722222222223
1289,177746,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.10188416666666668
1290,177749,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.04167916666666666
1291,177752,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.017029166666666665
1292,177755,1,1,1,3,1,1,1,1,1,3,1,3,0,0,0,0,0,0,1,0,3,1,0,0,240.11828583333332
1293,177758,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.09635972222222221
1294,177761,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3267088888888889
1295,177764,1,1,1,25,1,1,1,1,1,7,1,3,0,0,0,0,0,0,1,0,0,1,0,0,534.6416683333333
