,case_id,A_Create Application,A_Submitted,W_Handle leads,W_Complete application,A_Concept,A_Accepted,O_Create Offer,O_Created,O_Sent (mail and online),W_Call after offers,A_Complete,W_Validate application,A_Validating,O_Returned,W_Call incomplete files,A_Incomplete,O_Accepted,A_Pending,A_Denied,O_Refused,O_Cancelled,A_Cancelled,O_Sent (online only),W_Assess potential fraud,W_Personal Loan collection,W_Shortened completion ,time
581,Application_684696906,1,1,2,2,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1218.0857997222222
582,Application_714015178,1,1,2,12,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1265.8274794444444
583,Application_1021758905,1,1,2,4,1,1,1,1,1,6,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,215.39876444444445
584,Application_413286327,1,1,2,8,1,1,2,2,2,6,1,11,1,1,6,1,1,1,0,0,1,0,0,0,0,0,1051.3898758333332
585,Application_870009989,1,1,2,4,1,1,2,2,2,6,1,8,2,1,6,1,1,1,0,0,1,0,0,0,0,0,262.15148166666665
586,Application_1955133403,1,1,2,4,1,1,2,2,2,6,1,8,2,1,12,2,1,1,0,0,1,0,0,0,0,0,887.4194208333333
587,Application_238073987,1,0,0,3,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1217.037371111111
588,Application_1106513315,1,0,0,6,1,1,1,1,1,6,1,12,3,1,16,2,1,1,0,0,0,0,0,0,0,0,546.6723175000001
589,Application_1596259876,1,1,2,3,1,1,2,2,2,6,1,18,2,1,6,1,1,1,0,0,1,0,0,0,0,0,262.2980058333333
590,Application_92091920,1,0,0,3,1,1,2,2,1,6,1,12,2,1,8,1,1,1,0,0,1,0,0,0,0,0,311.3552002777778
591,Application_587745142,1,1,2,6,1,1,1,1,1,6,1,4,1,1,8,1,1,1,0,0,0,0,0,0,0,0,304.0864208333333
592,Application_801698526,1,0,0,5,1,1,1,1,1,6,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,234.52728583333334
593,Application_1465521095,1,0,0,7,1,1,2,2,1,6,1,4,1,2,0,0,1,1,0,0,1,0,1,0,0,0,213.23501972222223
594,Application_1038917262,1,1,2,6,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,426.229225
595,Application_237339437,1,1,2,2,1,1,1,1,1,6,1,7,1,1,6,1,1,1,0,0,0,0,0,0,0,0,258.39566
596,Application_1793939874,1,1,2,6,1,1,1,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,878.8473941666667
597,Application_1162039868,1,1,3,7,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,830.3612030555555
598,Application_1224943696,1,1,2,7,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1212.4660255555557
599,Application_1612474218,1,1,3,6,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1212.3775947222223
600,Application_1297886565,1,1,2,4,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1212.01425
601,Application_868416280,1,1,3,6,1,1,2,2,2,6,1,9,1,1,10,1,1,1,0,0,1,0,0,0,0,0,1043.5701255555555
602,Application_673709405,1,1,2,5,1,1,1,1,1,6,1,4,1,1,13,1,0,0,0,0,1,1,0,0,0,0,732.0409558333334
603,Application_1260340497,1,1,2,6,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,802.5874094444445
604,Application_524679066,1,1,3,6,1,1,1,1,1,6,1,16,2,1,3,1,1,1,0,0,0,0,0,0,0,0,302.6825536111111
605,Application_1733714116,1,1,3,8,1,1,1,1,1,6,1,7,1,1,6,1,1,1,0,0,0,0,0,0,0,0,297.61346805555553
606,Application_257274630,1,1,2,4,1,1,2,2,1,6,1,4,1,1,0,0,0,0,1,1,1,0,0,0,0,0,374.21410416666663
607,Application_1885772834,1,1,2,3,1,1,1,1,1,6,1,23,4,1,18,3,1,1,0,0,0,0,0,0,0,0,541.9383038888889
608,Application_1545993826,1,1,3,16,1,1,1,1,1,6,1,11,2,1,6,1,1,1,0,0,0,0,0,0,0,0,444.11046555555555
609,Application_296383634,1,1,2,3,1,1,2,2,2,8,1,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,963.5528386111112
610,Application_588083897,1,1,2,6,1,1,3,3,2,6,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1199.5288530555556
611,Application_1134992016,1,1,2,4,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,240.0407747222222
612,Application_1884385405,1,1,2,5,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,125.2033025
613,Application_1959715736,1,1,5,6,1,1,1,1,1,6,1,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,213.0096311111111
614,Application_1261348817,1,1,2,6,1,1,1,1,1,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,813.3928030555556
615,Application_1602626150,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,765.2833630555556
616,Application_526545505,1,1,3,7,1,1,1,1,1,6,1,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,243.01798555555558
617,Application_1260145017,1,1,2,3,1,1,1,1,1,6,1,4,1,1,9,1,0,0,0,0,1,1,0,0,0,0,605.4846741666667
618,Application_905902853,1,1,2,4,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,197.56394749999998
619,Application_770159792,1,1,3,13,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,787.864401388889
620,Application_260580298,1,1,2,4,1,1,1,1,1,6,1,12,3,1,12,2,1,1,0,0,0,0,0,0,0,0,213.5666375
621,Application_1378152317,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,190.50522055555555
622,Application_947906225,1,1,2,3,1,1,1,1,1,6,1,13,1,1,0,0,1,1,0,0,0,0,0,0,0,0,195.38816472222226
623,Application_425655583,1,1,2,6,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,761.4985758333333
624,Application_262728725,1,1,3,9,1,1,1,1,1,6,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,0,528.549538888889
625,Application_47949347,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,192.22846972222223
626,Application_1609703275,1,1,2,3,1,1,1,1,1,4,1,8,2,1,12,1,1,1,0,0,0,0,0,0,0,0,184.65710083333335
627,Application_915426843,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,759.8267427777778
628,Application_764468920,1,1,2,6,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,759.6526019444444
629,Application_2142068408,1,1,2,4,1,1,3,3,3,6,1,7,1,1,17,1,0,0,0,0,3,1,0,0,0,0,1193.2018733333332
630,Application_1778663922,1,1,3,5,1,1,1,1,1,6,1,17,1,1,0,0,0,0,1,1,0,0,0,0,0,0,257.59940250000005
631,Application_847920548,1,1,2,8,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1190.5392375000001
632,Application_1305526250,1,1,2,21,1,1,1,1,1,6,1,17,3,1,11,2,1,1,0,0,0,0,0,0,0,0,355.38894305555556
633,Application_1562279625,1,1,3,6,1,1,1,1,1,6,1,14,2,1,12,2,1,1,0,0,0,0,0,0,0,0,277.8854561111111
634,Application_1549089757,1,1,2,10,1,1,1,1,1,6,1,12,3,1,11,2,1,1,0,0,0,0,0,0,0,0,206.69055111111115
635,Application_1503421831,1,1,2,3,1,1,2,2,1,6,1,4,1,1,6,1,1,1,0,0,1,0,0,0,0,0,254.54146694444444
636,Application_1684474347,1,1,2,16,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,829.3494969444444
637,Application_1591415690,1,1,2,2,1,1,1,1,1,8,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,448.47569361111107
638,Application_233600750,1,1,2,5,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,756.4430924999999
639,Application_481210204,1,1,2,6,1,1,1,1,1,4,1,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,89.78791500000001
640,Application_600841731,1,1,2,3,1,1,2,2,2,6,1,14,2,1,6,1,1,1,0,0,1,0,0,0,0,0,282.41826305555554
641,Application_1231200933,1,1,2,4,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1187.5599597222222
642,Application_2080474499,1,1,2,5,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,778.8985777777777
643,Application_532859959,1,1,2,14,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1306.7452130555555
644,Application_1137970429,1,1,2,4,1,1,1,1,1,4,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,116.04189972222223
645,Application_913859491,1,1,2,6,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,754.6248244444445
646,Application_758356402,1,1,2,5,1,1,2,2,2,8,1,16,2,1,6,1,0,0,1,2,0,0,0,0,0,0,1025.2451147222223
647,Application_189453653,1,1,2,6,1,1,2,2,2,6,1,7,1,1,8,1,1,1,0,0,1,0,0,0,0,0,1017.9621286111111
648,Application_265534781,1,1,2,3,1,1,3,3,3,6,1,28,2,1,10,1,1,1,0,0,2,0,0,0,0,0,439.1873127777778
649,Application_343777769,1,1,2,8,1,1,1,1,1,6,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,0,342.1943316666667
650,Application_693445967,1,0,0,3,1,1,1,1,1,6,1,21,2,1,10,1,1,1,0,0,0,0,0,0,0,0,578.6456077777779
651,Application_2027498551,1,0,0,3,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,172.51991861111114
652,Application_1837644768,1,0,0,5,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,766.6760972222222
653,Application_828524494,1,0,0,3,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1102.5047705555555
654,Application_1152947139,1,0,0,3,1,1,3,3,2,6,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,742.3068163888889
655,Application_1563935994,1,0,0,4,1,1,1,1,1,6,1,36,2,1,6,1,1,1,0,0,0,0,0,0,0,0,337.757875
656,Application_818693455,1,0,0,5,1,1,1,1,1,4,1,10,1,1,0,0,0,0,1,1,0,0,0,0,0,0,172.68399083333333
657,Application_636486028,1,0,0,4,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,262.3551863888889
658,Application_117521403,1,1,3,6,1,1,2,2,2,6,1,8,2,2,6,1,1,1,0,0,1,0,0,0,0,0,243.69228194444443
659,Application_1701710358,1,0,0,3,1,1,1,1,1,6,1,13,3,1,10,2,1,1,0,0,0,0,0,0,0,0,169.80619083333335
660,Application_2146617069,1,1,3,14,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,813.8780969444446
661,Application_1508092841,1,0,0,6,1,1,1,1,1,6,1,7,2,1,6,1,1,1,0,0,0,0,0,0,0,0,190.41228777777778
662,Application_282373685,1,0,0,6,1,1,1,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,789.7866319444444
663,Application_1061354216,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,98.16053555555555
664,Application_800564582,1,1,3,5,1,1,1,1,1,6,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,430.89541388888887
665,Application_1015478096,1,0,0,5,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,765.6006297222223
666,Application_425002643,1,0,0,3,1,1,2,2,2,4,1,21,2,1,6,1,1,1,0,0,1,0,0,0,0,0,221.59541666666667
667,Application_2143984717,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,837.4152194444445
668,Application_1829687885,1,0,0,7,1,1,1,1,1,6,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,339.5178172222222
669,Application_1058763045,1,0,0,4,1,1,1,1,1,4,1,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,191.4501902777778
670,Application_882030529,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,724.5254772222221
671,Application_1777551382,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,740.7349808333332
672,Application_1279706099,1,0,0,6,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,190.41932749999998
673,Application_1978903514,1,1,2,4,1,1,2,2,2,6,1,7,1,1,7,1,0,0,0,0,2,1,0,0,0,0,290.1640527777778
674,Application_19385579,1,0,0,3,1,1,1,1,1,6,1,8,2,1,8,1,0,0,1,1,0,0,0,0,0,0,604.3658388888889
675,Application_1436780800,1,0,0,3,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,836.42377
676,Application_680031808,1,0,0,3,1,1,2,2,2,4,1,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,96.25035555555557
677,Application_322142576,1,1,2,5,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,764.3834933333333
678,Application_646585496,1,1,5,7,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,764.0927475
679,Application_1159615731,1,1,2,3,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,260.36852555555555
680,Application_709001855,1,0,0,6,1,1,2,2,2,6,1,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,673.8697599999999
681,Application_555366492,1,0,0,3,1,1,1,1,1,4,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,0,98.59949222222222
682,Application_1555832622,1,1,3,10,1,1,1,1,1,6,1,7,1,1,6,1,1,1,0,0,0,0,0,0,0,0,259.93932416666667
683,Application_608964116,1,0,0,5,1,1,1,1,1,6,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,436.7932213888889
684,Application_832178933,1,1,2,7,1,1,1,1,1,6,1,15,1,1,0,0,1,1,0,0,0,0,0,0,0,0,696.9966455555556
685,Application_1122832658,1,0,0,6,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,195.02778333333333
686,Application_249658126,1,0,0,7,1,1,2,2,2,8,1,19,1,1,0,0,1,1,0,0,1,0,0,0,0,0,770.0651233333334
687,Application_970143308,1,0,0,5,1,1,1,1,1,6,1,12,3,1,14,2,1,1,0,0,0,0,0,0,0,0,361.99239222222224
688,Application_367497731,1,0,0,9,1,1,2,2,1,6,1,4,1,1,0,0,1,1,0,0,1,0,1,0,0,0,842.2492502777778
689,Application_1016632627,1,0,0,6,1,1,1,1,1,4,1,26,3,1,14,2,1,1,0,0,0,0,0,0,0,0,338.7332891666667
690,Application_1370564184,1,0,0,3,1,1,1,1,1,6,1,12,2,1,16,2,1,1,0,0,0,0,0,0,0,0,263.91503222222224
691,Application_340692563,1,1,9,7,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,217.49255583333334
692,Application_1760683579,1,1,2,3,1,1,1,1,1,4,1,21,3,1,14,2,0,0,1,1,0,0,0,0,0,0,216.16208361111111
693,Application_909100209,1,0,0,3,1,1,1,1,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24.560827222222223
694,Application_679053666,1,0,0,3,1,1,1,1,1,4,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,73.97410666666666
695,Application_1800788442,1,1,2,7,1,1,1,1,1,4,1,13,1,1,0,0,0,0,1,1,0,0,0,0,0,0,169.24613722222225
696,Application_1560596102,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,738.3636911111112
697,Application_1974173610,1,1,3,5,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,264.96711555555555
698,Application_1220146067,1,0,0,11,1,1,1,1,1,6,1,10,1,1,0,0,0,0,1,1,0,0,0,0,0,0,189.2190533333333
699,Application_327983119,1,1,2,5,1,1,3,3,1,6,1,6,1,1,0,0,0,0,1,1,2,0,1,0,0,0,378.21822444444444
700,Application_1453762207,1,0,0,3,1,1,1,1,1,6,1,7,1,1,8,1,1,1,0,0,0,0,0,0,0,0,257.7801005555555
701,Application_1158729550,1,0,0,3,1,1,3,3,3,6,1,25,2,1,12,1,1,1,0,0,2,0,0,0,0,0,500.36463333333336
702,Application_1373752989,1,1,2,5,1,1,1,1,1,6,1,7,1,1,6,1,1,1,0,0,0,0,0,0,0,0,526.2121986111111
703,Application_10693354,1,0,0,4,1,1,2,2,2,6,1,11,3,1,11,2,1,1,0,0,1,0,0,0,0,0,1009.4992249999999
704,Application_335022722,1,1,7,6,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1169.2902969444444
705,Application_1409487195,1,1,11,6,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1169.0848461111113
706,Application_1096968149,1,0,0,3,1,1,1,1,1,6,1,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,523.6240758333333
707,Application_2125825569,1,0,0,3,1,1,1,1,1,6,1,11,1,1,0,0,1,1,0,0,0,0,0,0,0,0,185.16843222222224
708,Application_371444171,1,1,5,3,1,1,2,2,2,6,1,43,5,1,20,4,0,0,1,2,0,0,0,0,0,0,336.3081172222222
709,Application_2081746160,1,0,0,3,1,1,1,1,1,4,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,68.78071527777777
710,Application_1408374544,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,736.6127452777778
711,Application_158313942,1,0,0,5,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,736.3049258333334
712,Application_789808316,1,1,9,5,1,1,1,1,1,6,1,9,1,1,6,1,1,1,0,0,0,0,0,0,0,0,256.47712333333334
713,Application_329002079,1,1,5,5,1,1,1,1,1,6,1,4,1,1,6,1,1,1,0,0,0,0,0,0,0,0,167.27853527777776
714,Application_14270635,1,1,2,8,1,1,1,1,1,6,1,10,2,1,6,1,1,1,0,0,0,0,0,0,0,0,261.2768927777778
715,Application_645282036,1,1,2,4,1,1,1,1,1,6,1,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,233.933715
716,Application_1231383244,1,1,3,6,1,1,1,1,1,6,1,15,3,1,17,3,0,0,0,0,1,1,0,0,0,0,667.5515519444444
717,Application_1058390155,1,1,2,4,1,1,2,2,2,6,1,4,1,1,6,1,1,1,0,0,1,0,0,0,0,0,999.1295644444446
718,Application_1942048129,1,1,2,4,1,1,4,4,3,6,1,4,1,1,0,0,0,0,1,3,1,0,0,0,0,0,377.8198141666666
719,Application_1086190151,1,1,3,8,1,1,3,3,3,8,1,10,2,1,31,2,0,0,0,0,3,1,0,0,0,0,1744.8236386111114
720,Application_565814930,1,1,2,4,1,1,1,1,1,6,1,12,2,1,6,1,1,1,0,0,0,0,0,0,0,0,356.2821038888889
721,Application_1421205189,1,1,2,4,1,1,1,1,1,6,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,423.5825202777778
722,Application_1041929908,1,1,3,5,1,1,4,4,2,8,1,11,1,1,0,0,1,1,0,0,3,0,0,0,0,0,666.9866247222221
723,Application_1405057301,1,1,3,5,1,1,1,1,1,6,1,10,1,1,6,1,1,1,0,0,0,0,0,0,0,0,254.2160361111111
724,Application_1090055049,1,1,3,9,1,1,1,1,1,6,1,13,2,1,10,1,1,1,0,0,0,0,0,0,0,0,713.2399600000001
725,Application_2125025540,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,757.8612033333334
726,Application_904085822,1,0,0,8,1,1,1,1,1,6,1,15,2,1,6,1,1,1,0,0,0,0,0,0,0,0,258.6247716666666
727,Application_474390990,1,0,0,4,1,1,1,1,1,6,1,25,2,1,8,1,1,1,0,0,0,0,0,0,0,0,328.9432013888889
728,Application_111351134,1,0,0,8,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,757.2268055555555
729,Application_326095881,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,756.9202516666667
730,Application_1910304791,1,0,0,4,1,1,1,1,1,8,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,180.89486805555555
731,Application_1042310075,1,1,3,16,1,1,1,1,1,6,1,14,3,1,12,2,1,1,0,0,0,0,0,0,0,0,589.0655633333333
732,Application_827969862,1,1,3,5,1,1,4,4,4,8,1,10,2,1,14,2,0,0,0,0,4,1,0,0,0,0,858.2725261111111
733,Application_1207038345,1,0,0,6,1,1,1,1,1,6,1,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,758.0581630555556
734,Application_868071697,1,1,3,11,1,1,1,1,1,6,1,15,1,1,0,0,1,1,0,0,0,0,0,0,0,0,235.35209138888888
735,Application_448701611,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,756.3244263888888
736,Application_1301488246,1,1,3,5,1,1,1,1,1,6,1,10,2,1,6,1,1,1,0,0,0,0,0,0,0,0,254.45348083333332
737,Application_395272936,1,0,0,3,1,1,1,1,1,14,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,232.58628416666667
738,Application_99637081,1,1,2,4,1,1,2,2,2,6,1,11,2,1,13,2,1,1,0,0,1,0,0,0,0,0,251.84891305555556
739,Application_1478226284,1,0,0,3,1,1,1,1,1,8,1,11,1,1,8,1,1,1,0,0,0,0,0,0,0,0,998.6391222222222
740,Application_1111090727,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,755.6362647222221
741,Application_1112798958,1,0,0,3,1,1,2,2,2,6,1,4,1,1,6,1,1,1,0,0,1,0,0,0,0,0,252.04500222222222
742,Application_34891841,1,0,0,3,1,1,1,1,1,6,1,18,2,1,8,1,1,1,0,0,0,0,0,0,0,0,254.49757083333333
743,Application_1766102598,1,0,0,3,1,1,1,1,1,6,1,8,2,1,6,1,1,1,0,0,0,0,0,0,0,0,180.43131777777776
744,Application_1984100244,1,1,3,6,1,1,2,2,2,6,1,18,2,2,6,1,1,1,0,0,1,0,0,0,0,0,374.9091475000001
745,Application_687077392,1,0,0,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,731.168431388889
746,Application_1279993072,1,1,2,3,1,1,2,2,2,6,1,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,351.2964269444445
747,Application_903849587,1,1,2,4,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1162.9860458333335
748,Application_1084718608,1,1,3,7,1,1,4,4,4,6,1,10,2,2,12,2,1,1,0,0,3,0,0,0,0,0,995.9794969444443
749,Application_105711594,1,1,2,4,1,1,5,5,5,6,1,10,2,2,10,2,1,1,0,0,4,0,0,0,0,0,995.8654075000001
750,Application_2013806316,1,1,2,4,1,1,1,1,1,6,1,11,1,1,0,0,1,1,0,0,0,0,0,0,0,0,228.17535388888888
751,Application_1593275377,1,1,3,19,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,754.4533375
752,Application_1369910658,1,1,3,6,1,1,1,1,1,6,1,11,1,1,7,1,1,1,0,0,0,0,0,0,0,0,250.84008166666666
753,Application_295481661,1,1,3,12,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,589.9565427777778
754,Application_1082798467,1,1,2,4,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1161.9559052777777
755,Application_384006007,1,1,2,4,1,1,1,1,1,6,1,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,232.1779488888889
756,Application_1351535871,1,1,2,4,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,753.7988122222222
757,Application_1482153042,1,1,2,3,1,1,2,2,2,6,1,12,2,1,5,1,1,1,0,0,1,0,0,0,0,0,184.89566694444446
758,Application_1744454993,1,1,2,5,1,1,2,2,2,6,1,7,1,1,14,1,0,0,1,2,0,0,0,0,0,0,233.78197194444448
759,Application_1484759598,1,1,2,3,1,1,1,1,1,6,1,19,2,1,6,1,1,1,0,0,0,0,0,0,0,0,685.5735586111111
760,Application_46744147,1,1,2,7,1,1,2,2,2,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1160.1766486111112
761,Application_855041381,1,1,2,5,1,1,2,2,1,6,1,8,2,2,10,2,1,1,0,0,1,0,1,0,0,0,247.07219055555558
762,Application_224001459,1,1,3,8,1,1,3,3,3,6,1,7,1,1,0,0,0,0,1,3,0,0,0,0,0,0,733.5566497222222
763,Application_945420689,1,1,2,7,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,747.7349613888889
764,Application_582897201,1,1,2,8,1,1,3,3,2,6,1,13,2,2,10,2,1,1,0,0,2,0,1,0,0,0,984.8989797222222
765,Application_1657807370,1,0,0,6,1,1,1,1,1,6,1,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,167.49503444444446
766,Application_1807260077,1,0,0,20,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,198.09121305555556
767,Application_236021168,1,1,2,3,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,766.8286022222221
768,Application_417231992,1,0,0,3,1,1,1,1,1,4,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,79.80971416666668
769,Application_1185248307,1,0,0,13,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,742.1817419444445
770,Application_536057092,1,0,0,3,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,194.040665
771,Application_1982597468,1,0,0,3,1,1,1,1,1,8,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,143.33287972222223
772,Application_1620409659,1,1,2,3,1,1,1,1,1,4,1,26,4,1,30,3,1,1,0,0,0,0,0,0,0,0,381.54448722222224
773,Application_1978782813,1,0,0,3,1,1,1,1,1,6,1,32,6,1,49,5,1,1,0,0,0,0,0,0,0,0,1013.7329830555556
774,Application_744719104,1,1,2,4,1,1,1,1,1,6,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,220.12019999999998
775,Application_454240699,1,0,0,6,1,1,1,1,1,10,1,9,2,1,6,1,1,1,0,0,0,0,0,0,0,0,174.33076305555554
776,Application_1220810898,1,0,0,3,1,1,1,1,1,6,1,33,4,1,17,3,1,1,0,0,0,0,0,0,0,0,339.77169472222226
777,Application_145047168,1,1,2,7,1,1,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,813.160315
778,Application_213029581,1,1,3,5,1,1,1,1,1,6,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,0,194.28857861111112
